"Timestamp","Bangla Comments","Result"
"2019/01/11 11:26:27 AM GMT+6","ক্যাচ ধরতে গিয়ে রক্তাক্ত হয়ে মাঠ ছাড়লেন অষ্ট্রেলিয়া ক্রিকেট দলের পেস বোলিং অল রাউন্ডার বেন কাটিং।।।
","দু:খদায়ক"
"2019/01/11 11:27:34 AM GMT+6","এবারের আসরে ব্রিসবেন হিটের হয়েই মাঠ মাতাচ্ছন বেন কাটিং এ ম্যাচের এক পর্যায়ে বল হাওয়ায় উঠে আর ক্যাচ ধরতে বলের লাইনে যান কাটিং কিন্তু বল হাত ফসকে আঘাত হানে কাটিংয়ের দু চোখের মাঝে।
","দু:খদায়ক"
"2019/01/11 11:27:53 AM GMT+6","সঙ্গে সঙ্গে রক্তপাত শুরু হয় শেষ পর্যন্ত তার কপালে ৫ টি সেলাই দেওয়া হয়েছে।
","দু:খদায়ক"
"2019/01/11 11:28:02 AM GMT+6","আশা করি দ্রুতই সুস্থ হয়ে উঠবেন।

","ইতিবাচক"
"2019/01/11 11:28:28 AM GMT+6","এক আবালে হাহা রিয়েক্ট দিছে 😠
","অকথ্য"
"2019/01/11 11:29:05 AM GMT+6","ইউনাইটেড স্টেইট নোয়াখালী 🤣😂","হাস্যকর"
"2019/01/11 11:29:25 AM GMT+6","ভাগ্য ভাল চোখে লাগে নাই, এই একটা জিনিসের জন্যই ক্রিকেট খেলা ফুটবলের থেইকা বিপদজনক। বল যদি একবার চোখে লাগে 😖😖
","দু:খদায়ক"
"2019/01/11 11:32:56 AM GMT+6","সেটাই চোখে লাগলে খুবই খারাপ হতো বিষয়টা","দু:খদায়ক"
"2019/01/11 11:33:14 AM GMT+6","ম্যাচটাকে বাচাতে পারলেন না।","দু:খদায়ক"
"2019/01/11 11:33:37 AM GMT+6","এতো কস্ট করে বলটা ধরার পরও নট আউট দিল, সবচেয়ে বড় কথা হলো বেচারা কিছু সময় পরে আবার খেলা শুরু করেছিল, শুধু তাই নয় বোলিং ও করেছে,?","দু:খদায়ক"
"2019/01/11 11:34:03 AM GMT+6","বাংলাদেশ দলের নতুন তরুণদের মধ্যে তাকে ভাবা হয়। ২০১৬ যুব বিশ্বকাপে ছিলেন সহ অধিনায়ক। ঐ যুব বিশ্বকাপে বাংলাদেশের হয়ে সর্বোচ্চ রান ও ছিল শান্তর।

","প্রশংসা"
"2019/01/11 11:37:38 AM GMT+6","তাকে ভাবা হতো ভবিষ্যত তামিমের উওরসূরী কিংবা বাংলাদেশ ক্রিকেটের একজন ওপেনিং স্তম্ভ। কিন্তু হারিয়ে যেতে বসেছে এই ট্যালেন্ট???

","দু:খদায়ক"
"2019/01/11 11:37:55 AM GMT+6","২০১৬ যুব বিশ্বকাপে রানের পর সে বছরই কুমিল্লায় বিপিএল এর টিকিট পায় শান্ত। ২০১৭ সালে শান্ত খেলে খুলনার হয়ে ২০১৯ এ খেলছে খুলনায়। প্রথম দুই ম্যাচেই রান তুলতে পারেনি শান্ত।

","দু:খদায়ক"
"2019/01/11 11:38:20 AM GMT+6","২০১৭ নিউজিল্যান্ড সিরিজে সিনিয়রদের ইনজুরিতে হয় টেস্ট অভিষেক। তারপর শেষ টেস্ট খেলে কিছুদিন আগে। ক্যারিয়ারে মাএ দুই টেস্ট দিয়েই আমরা একটা প্লেয়ারকে বলে দিলাম শান্ত টেস্টে চলবে না। অথচ তার বয়সটা মাএ ২০ আর খেলেছে ২ টেস্ট। বড়কথা প্রথম শ্রেণীর ম্যাচে গড় ৪২।

","দু:খদায়ক"
"2019/01/11 11:39:17 AM GMT+6","শান্তর রোল ছিল দলে ব্যাকআপ ওপেনার। তামিমের ইনজুরিতেই ওয়ানডে খেলার ভাগ্য হয় শান্তর। শুরুর দিকেই বলছিলাম এত বড় আসরের চাপটা সামলাতে পারবে না শান্ত। আসলেই পারল না।

","দু:খদায়ক"
"2019/01/11 11:39:34 AM GMT+6","শান্ত নামটার মতো তার ব্যাটটাও ইদানীং শান্ত হয়ে যাচ্ছে। শান্তর এশিয়া কাপের ব্যাটিংয়ের সময় বুঝছিলাম ও একটু বেশি তাড়াহুড়ো করে। অবশ্য এগ্রেসিভ খেলাই বেটার কিন্তু শান্তর প্রথম দিকেই কেনো এমন খেলতে হবে😞

","দু:খদায়ক"
"2019/01/11 11:40:02 AM GMT+6","লিস্ট এ বা ফার্স্ট ক্লাস ম্যাচে বলি সবজায়গায় রান দিয়েই দলে এসেছেন তিনি। বিপিএল এও গত আসরের মতো খুলনাই তাকে ধরে রাখল। প্রথম দুই ম্যাচের পর তৃতীয় ম্যাচে সাইড বেঞ্চে।

","দু:খদায়ক"
"2019/01/11 11:40:46 AM GMT+6","তারপরের কথায় আসি। আমরা যদি আমাদের ভবিষ্যতদের সাপোর্ট না করি। তাদের উপর ভরসা না রাখি তাহলে এখনকার লংকাদের দেখেন। বাকিটা বুঝে নেন।

","দু:খদায়ক"
"2019/01/11 11:41:51 AM GMT+6","প্রতিটা প্লেয়ারই দলে যোগ্যতা দিয়ে আসে। কেউ কারো ফোনকল বা টাকার জুড়ে খেলে না সো আমরা কেনো এমন মন্তব্য করব??

","দু:খদায়ক"
"2019/01/11 11:42:02 AM GMT+6","আর শান্তর ক্যারিয়ার মাএ শুরু। এখনো সামনে অনেক সময় রয়েছে। শুধু নিজেকে তৈরি করে রাখেন।

","ইতিবাচক"
"2019/01/11 11:43:44 AM GMT+6"," অপেক্ষায় আছি কবে আন্তর্জাতিকে ভাল করবে আর কিছু ছাগলের মুখ বন্ধ হবে।","ইতিবাচক"
"2019/01/11 11:44:04 AM GMT+6"," লাভ নাই এক ম্যাচে ভাল করতে দেন সবাই ওর ফ্যান হবে লাইক টু বি লিটন দাস😑","দু:খদায়ক"
"2019/01/11 11:47:58 AM GMT+6","খারান শামীম ভাই আমার লিপিস্টিকটা খুঁজে পাচ্ছিনা 😓 -জান্নাতুল প্রিয়া
","হাস্যকর"
"2019/01/11 11:48:16 AM GMT+6","নিয়াল ও ব্রায়ান ভারত-আয়ারল্যান্ড সিরিজে ধারাভাষ্য দিয়েছিল। এমনিতে ভালই ধারাভাষ্য দেয়। পরিস্থিতি অনুযায়ী কমেন্ট্রি করে।","প্রশংসা"
"2019/01/11 11:49:09 AM GMT+6","দক্ষিণ আফ্রিকা দলে বরাবরই উপেক্ষিত ফ্রাইলিঙ্ক।
যাকে ল্যান্স ক্লুজনারের বিকল্প ভাবা হতো সে এখন ফেরিওয়ালা! !","দু:খদায়ক"
"2019/01/11 11:49:41 AM GMT+6","শামীম চৌধুরী আর ইশতিয়াকের ভয়ংকর কমেন্ট্রি😂
এইটা ভাল ছিলো 🤣","হাস্যকর"
"2019/01/11 12:06:02 PM GMT+6","টি২০তে ড্যানি মরিসনের কমেন্ট্রি সবচেয়ে ভালো লাগে।
","প্রশংসা"
"2019/01/11 12:06:47 PM GMT+6","ভাই কমেন্ট্রি বাদ দিয়ে খেলাই মনযোগী হই।","ইতিবাচক"
"2019/01/11 12:09:26 PM GMT+6","এসব করে লাভ নেই, হারবে আবার😂😂😂।সবচেয়ে ভালো হয় অস্ট্রেলিয়াকে হোয়াইটওয়াশ করতে পারলে...😁👌","হাস্যকর"
"2019/01/11 12:09:43 PM GMT+6","লাভ তো নাই'ই। আর বর্তমান ইন্ডিয়ার কাছে বর্তমান অস্ট্রেলিয়া একেবারে বাচ্চা","দু:খদায়ক"
"2019/01/11 12:09:58 PM GMT+6","মাঠ টা যেহেতু অস্ট্রেলীয়া 
কিছু বলা যাই না
😊 ফ্রম আসতে পাররে যে কোনো সময়","ইতিবাচক"
"2019/01/11 12:10:15 PM GMT+6","ইশশ যদি অস্ট্রেলিয়া জিতত¡!
","দু:খদায়ক"
"2019/01/11 12:11:08 PM GMT+6"," জার্সি যতোই পরিবর্তন করুক, তেল মালিশ করলেও কাজ হবে না। অস্ট্রেলিয়া হোয়াইটওয়াশ নিশ্চিত। বাংলাদেশের লাভ","ইতিবাচক"
"2019/01/11 12:12:02 PM GMT+6","বলেছিল এবার Best কমেন্ট্রি থাকবে, তারা তাদের কথা কিন্তু রেখেছে #টিনো_বেষ্ট ফ্যাক্ট 😆😆","হাস্যকর"
"2019/01/11 12:12:16 PM GMT+6","দারুণ পোস্ট 😍😍😍","প্রশংসা"
"2019/01/11 12:12:27 PM GMT+6"," টাকলাদের কথা বিশ্বাস করতে নাই 😁","হাস্যকর"
"2019/01/11 12:12:40 PM GMT+6","সেরা ভাই সেরা 😂😂","প্রশংসা"
"2019/01/11 12:13:05 PM GMT+6","দারুণ কনসেপ্ট।
এই স্ক্রিপ্ট এ একটা ভিডিও নির্মাণ সময়ের দাবি।উদ্যেগ নেয়া প্রয়োজন।এইবার এর বিপিএল রঙহীন।","হাস্যকর"
"2019/01/11 12:13:18 PM GMT+6"," দারুণ ব্রো 😂
","প্রশংসা"
"2019/01/11 12:13:33 PM GMT+6","জিও ব্রো জিও
পুরাই জাক্কাস😂","প্রশংসা"
"2019/01/11 12:13:51 PM GMT+6","লোকে জানে তাই গুজবে কান দেয় নাই
ফলাফলঃ গ্যালারী ফাকা","হাস্যকর"
"2019/01/11 12:14:05 PM GMT+6","জালাল ইউনুস এই মালটারে দেখলেই চোর মনে হয়।","অকথ্য"
"2019/01/11 12:14:22 PM GMT+6","নিবার্চন সেনা বাহিনীর প্রতিশুতি আর বিপিএল কান্ড দুটি একই,
9
","দু:খদায়ক"
"2019/01/11 12:14:36 PM GMT+6","মানুষ মাঠে বসে কেন খেলা দেখতে যায় নাই, প্রথম কথা হচ্ছে এই রকম একটা টুর্নামেন্ট এর জন্য যেরকম প্রচারণা দরকার। সেই রকম কোনো প্রচারণা বিসিবি থেকে শুরু থেকেই নেয়া হয় নাই। ","দু:খদায়ক"
"2019/01/11 12:14:56 PM GMT+6","ওরেহ!! সেই😂😂😂","প্রশংসা"
"2019/01/11 12:15:07 PM GMT+6","সেই ছিলো।😂😂😂
ট্যালেন্ট কই রাখেন?😆😆
","প্রশংসা"
"2019/01/11 12:15:20 PM GMT+6","ভাই এটা কিন্তু সেরা ছিল
","প্রশংসা"
"2019/01/11 12:15:44 PM GMT+6","ভাই একদম সত্যি কথা
Manage","ইতিবাচক"
"2019/01/11 12:16:05 PM GMT+6","মায়ের কথা রাখতেই বড় বড় মোচ রেখেছেন বাংলাদেশের স্পিডস্টার খ্যাত পেসার তাসকিন আহম্মেদ।
","প্রশংসা"
"2019/01/11 12:17:18 PM GMT+6","বাবা হবার পর বদলে গিয়েছেন তাসকিন এটা তার পারফমেন্সই বলে দিচ্ছে গত ম্যাচে তুলে নিয়েছেন ৪ উইকেট।
","প্রশংসা"
"2019/01/11 12:17:28 PM GMT+6","এছাড়াও বর্তমানে তিনি অনেক বুদ্ধিদিপ্ত বোলিং করছেন।
","প্রশংসা"
"2019/01/11 12:17:37 PM GMT+6","আগে যেমন শুধু গায়ের জোরে বোলিং করতেন এখন সেটা করছেন না।
","প্রশংসা"
"2019/01/11 12:18:02 PM GMT+6","আর এমন বোলিংয়ের কারনে সফল ও হয়েছেন।
এখন দেখার বিষয় তিনি এই দুই ম্যাচের ফর্ম ও ধারাবাহিকতা টুর্নামেন্টের বাকিটা সময় ধরে রাখতে পারেন কি না

","ইতিবাচক"
"2019/01/11 12:19:12 PM GMT+6","বয়স কম, নিজেকে হারিয়ে খুজতেছে। চেষ্টা করলে ভালো ভাবে জাতীয় দলে ফিরতে পারবে। কিছু নতুন অস্র যোগ করা উচিত।। 
আশাকরি ফিরে আসবে চেনা ছন্দে। শর্ট পিচ বলগুলো চরম বাজে হয়,সেইদিকে ফলো করা উচিত","ইতিবাচক"
"2019/01/11 12:20:04 PM GMT+6","ইঞ্জুরিতে আলী খানের বিপিএল শেষ। তার বিকল্প হিসেবে পাকিস্তানি বাঁহাতি পেসার জুনাইদ খান'কে দলে নিয়েছে মাহমুদুল্লাহ'র খুলনা টাইটান্স !

","দু:খদায়ক"
"2019/01/11 12:20:31 PM GMT+6","বিপিএলে খুলনা টাইটান্সের হয়ে দারুণ বোলিং করে থাকেন এই বাঁহাতি পেসার ! আগের দুই সিজনে ১৬ ম্যাচে মাত্র ৬.০৬ ইকোনোমি রেটে ২৫ উইকেট শিকার করেছিলেন তিনি। পরিসংখ্যানই বলছে খুলনা টাইটান্সের হয়ে বিপিএলে কতটা দুর্দান্ত বোলিং করে থাকেন তিনি। কম ইকোনোমি রেটে বিপিএলের চতুর্থ শীর্ষ বোলার এই জুনাইদ !

","প্রশংসা"
"2019/01/11 12:22:13 PM GMT+6","জুনায়েদ খুলনার জন্য ভরশার প্রতিক।অথচ তাকে রিটেইন করলো। বেশ খারাপ লাগছিলো","দু:খদায়ক"
"2019/01/11 12:22:35 PM GMT+6","তা হতে পারে।তবে সে অনেক ভালো আমাদের জন্য","ইতিবাচক"
"2019/01/11 12:22:48 PM GMT+6","আলি খান ও ভালো খেলছিলো
","প্রশংসা"
"2019/01/11 12:23:08 PM GMT+6","ওকে না নিলেও পারত।আর কয়েকদিন পর তো মালিঙ্গাই আসবে","ইতিবাচক"
"2019/01/11 12:24:37 PM GMT+6","এখন মনে হয় এসেও গেছে...
আলী খান আর খেলবে না","দু:খদায়ক"
"2019/01/11 12:24:59 PM GMT+6","আগামিকাল খুলনার জয়ের জন্য নিজেই মাঠে যাব ইনশাল্লাহ।","ইতিবাচক"
"2019/01/11 12:25:57 PM GMT+6","৬৪ লাখ টাকা বাঁচাতে বিপিএলকে এতো বিতর্ক রাখার মানে কি??

","দু:খদায়ক"
"2019/01/11 12:26:17 PM GMT+6","অনেক আশা দেখিয়ে শুরু করা হয় বিপিএলের এই সিজন কিন্তু প্রথম দিনেই রিভিউ সিস্টেমে আলট্রাএজ না রেখে নতুন বিতর্কের জন্ম দেয় বিপিএল। আর এরপরেই বিভিন্ন গণমাধ্যমে শুনা যায় আলট্রাএজ প্রযুক্তি অনেক ব্যয়বহুল হওয়ায় বিপিএলে এই প্রযুক্তি রাখা হয় নি। শুনা যায় এই প্রযুক্তিতে ম্যাচ প্রতি ৮ লাখ টাকা খরচ হয়। কিন্তু বিভিন্ন গণমাধ্যম সহ দর্শকদের সমালোচনার চাপে খুব দ্রুতই আলট্রাএজ আনার ব্যবস্থা করে বিসিবি এবং অবশেষে কাল বিপিএলে যুক্ত হচ্ছে আলট্রাএজ প্রযুক্তি।

","ইতিবাচক"
"2019/01/11 12:27:36 PM GMT+6","আর বিসিবি সবচেয়ে বেশি যেখান থেকে আয় করবে সেটা হলো বিভিন্ন Sponsor স্বত্ত্ব থেকে। এছাড়া টিকেট বিক্রি থেকে তো একটা আয় আছেই। যদিও সব মিলিয়ে এই টাকার পরিমাণটা কত হবে আমার সঠিক করে জানা নেই তবুও কম করে হলেও আয়ের পরিমাণটা এই এক সিজন থেকে অন্তত শতকোটি টাকার ওপরের কম হবে বলে আমার মনে হয় না। এখন আপনারাই বলুন বিসিবি চাইলে কি সকল প্রকার বিতর্ক ছাড়াই বিপিএল আয়োজন করতে পারে না?","ইতিবাচক"
"2019/01/11 12:28:13 PM GMT+6","প্রতি ম্যাচে শুধু আলট্রা এজ এর জন্য ৮লাখ খরচ না।সব নিয়ে প্রতি ম্যাচে ৮/৯ লাখ টাকা খরচ হয়।। আর আলট্রা এজ এর জন্য পুরা টুর্নামেন্টে ৪কোটি টাকার মত খবচ হবে।।
৪কোটি টাকার জন্য এতসব কাহিনী","দু:খদায়ক"
"2019/01/11 12:28:25 PM GMT+6","কাল থেকে তাহলে আল্টাএজ। এটা ভালো খবর,,ধারাভাষ্যর খবর জানতে চাই..","ইতিবাচক"
"2019/01/11 12:29:08 PM GMT+6","মিরাজ বোলিং এর পাশাপাশি ব্যাট করে না, ও জেনুইন অলরাউন্ডারই ছিল!!

","ইতিবাচক"
"2019/01/11 12:29:27 PM GMT+6","মেহেদি হাসান মিরাজ দ্যা মিরাকল বয়। ২০১৬ তে ইংলিশদের বিপক্ষে ইতিহাসগড়া সেই অভিষেক যা বদলে দিয়েছিল তার পুরো ক্যারিয়ার। দুঃখজনক হলেও সত্যি সেই সিরিজটাই বদলে দিয়েছিল তার ক্রিকেটীয় পরিচয়ও!! কারন ওই সিরিজে যে মিরাজ ছুটিয়েছিলেন উইকেটের ফুলঝুড়ি। তাতে জায়গা পাকাপোক্তও হয়েছিলো দলে তবে...হারিয়ে গিয়েছিল তার অলরাউন্ডার সত্তা!! হ্যা তারপর থেকে হঠাৎই পেতেন ব্যাটিং এর সুযোগ অার সুযোগটা এমন পজিশনে অার পরিস্থিতিতে অাসত যখন শুধু ক্রিজে থাকাটাই মুখ্য বিষয় হয়ে দাড়ায় !! অার এভাবেই যুবদলের একজন অ্যাফিক্টিভ অলরাউন্ডার ক্রমশ পরিনত হয়েগেছেন একজন বোলারে!!

","দু:খদায়ক"
"2019/01/11 12:29:42 PM GMT+6","অাজও মুখে অলরাউন্ডার বললেও তাকে শুধু একজন স্পিনার হিসেবেই খেলানো হচ্ছে। ব্যাটিং লাইন আপে ৮-৯ এ নামানো অন্তত কিন্ত তাই বলে!! কিন্ত এতে বিসিবির দোষও খুব সামান্য ই!! কিছুই করার নেই উপরে যে তার থেকে স্বীকৃত ব্যাটসম্যারাই প্রতিযোগিতা করছে!!

","দু:খদায়ক"
"2019/01/11 12:29:58 PM GMT+6","কিন্ত মাঝে মাঝে সুযোগ পেলে চেস্টা করেছেন ওই পজিশনেই ভালো ইনিংস খেলার। এর থেকে মাঝে মাঝে প্রতিয়মান হয়েছে যে ব্যাটিং এও দল কে দেওয়ারমত তার অনেক কিছুই আছে, শুধু সঠিক জায়গা এবং যত্ন টার দরকার।

","ইতিবাচক"
"2019/01/11 12:30:30 PM GMT+6","একটু পিছনে ফিরে যাই, হায়দ্রাবাদ টেস্টে মুশির সাথে সেই পার্টনারশিপটা মনে অাছে সবারই। যেখানে ভারতের সুনামধন্য ঘূর্ণি স্পিনারদের সামনে দাড়িয়েছিলেন বাধা হয়ে। নিশ্চই মনে আছে এশিয়া কাপের ফাইনালে ওপেনিং এর সবচেয় বড় চমক ছিল লিটনের সাথে মিরাজ কে দিয়ে ওপেন করানো। তিনি ওপেনিংয়ে আস্থার প্রতিদান দিয়েছিলেন। লিটন সেঞ্চুরি পেলে অাড়াল হয়েছিল মিরাজের বুদ্ধিদীপ্ত সেই ইনিংসটা!! সেদিন অনেককেই অবাক করে দিয়েছিলেন,যারা শুধু জাতীয় দলের ক্রিকেটকেই ফলো করে!! ব্যাটিং টা যে তার পেশা তা প্রমাণ করলেন সর্ব শেষ কালকের বিপিএল ম্যাচে খুলনার বিপক্ষে ৩ নাম্বারে নেমে ৫১ রানের ঝলমলে এক ইনিংস খেলেন।পুরোই ক্যাপ্টেন্স নক। যদিও সে অধিনায়কত্বটা না পেলে অাদৌ এই সুযোগ পেত কিনা সন্দেহ।

","প্রশংসা"
"2019/01/11 12:30:55 PM GMT+6","তবে সবচেয়ে গুরত্বপূর্ণ কথাটা ক্যারিয়ারটা কিন্ত মিরাজ ব্যাটবল দুটো একসাথে নিয়েই শুরু করেছিলেন।যুব বিশ্বকাপে অলরাউন্ডিং পারফর্ম করে টুর্নামেন্ট সেরা হওয়া অার যুব দলের ক্যারিয়ার অন্তত তাই বলে!! বলহাতে শুধু ৮১ উইকেটই না, ৫১ ইনিংসে ৮২.৬৩ স্ট্রাইকরেটে ১৩১৩ রান,, অার ১২ টা ফিফটিও ছিল বাংলাদেশের সফল যুব অধিনায়কের!! যুব টেস্টে পেয়েছিলেন একটি শতকও!!অার সেইরানগুলো সে নাম্বার ৪-৫ এ নেমেই করত!!

","প্রশংসা"
"2019/01/11 12:31:18 PM GMT+6","অথচ জাতীয় দলে তাকে কখনোই উপরে চিন্তা করা হয় না!!এখন প্রশ্ন হলো এভাবে কি আমরা কি একজন তরুন সম্ভাবনাময় অলরাউন্ডার কে শুধু বোলার বানিয়ে ফেলছি না, তার ব্যাটিং সত্তা হারিয়ে ফেলছি না!! জানি উপরের দিকে অভিজ্ঞদের জন্যই লাইনঅাপ সাজানো থাকে!! তবে মাঝে মাঝে তো কারো ইন্জুরিতে সুযোগটা দেয়া যায়!! একটু নর্মাল দলের বিপক্ষে বা পরীক্ষা নিরিক্ষার সিরিজে অযথা রাব্বিদের মতো প্রবিনদের সুযোগ না দিয়ে অাফিফ-মিরাজদের মতো প্রতিশ্রুতিবানদের জন্য সুযোগটা করে দিলে দিনশেষে বাংলাদেশেরই উজ্জল ভবিষ্যতে শান দেয়া হবে।। কারন একদিন দেখবেন সাকিব-মুশি পরবর্তী যুগে এরাই কিন্ত নাম্বার ৪-৫ এ ব্যাট করবে।

","ইতিবাচক"
"2019/01/11 12:31:36 PM GMT+6","অাশা করব মিরাজ নিজে অন্তত নিজের প্রতিভাটাকে হারিয়ে যেতে দেবে না। কঠোর অনুশীলনে বাচিয়ে রাখবে তার ব্যাটিং সত্তা, হয়তো সুযোগ একদিন অাসবে যেদিন মিরাজের ব্যাটেই তাকিয়ে থাকবে ৫৬ হাজার বর্গমাইল। অনেক অনেক শুভ কামনা রইল ভবিষ্যৎ সাকিব।

","ইতিবাচক"
"2019/01/11 12:32:44 PM GMT+6","ফিউচার ক্যাপ","প্রশংসা"
"2019/01/11 12:33:00 PM GMT+6","মিরাজকে জোর করে শুধু বোলিং বানানের চেষ্টা করতেছে। ওর লেভেল টা অনেক বড়। ওহ এক সময় সেরা অলরাউন্ডারদের কাতারে যাবে যদি সঠিক সুযোগ পায়। কিন্তু বিসিবি সেই সুযোগটাই দিচ্ছে নাহ।","দু:খদায়ক"
"2019/01/11 12:33:29 PM GMT+6","সেটাই সমস্যা,, তাই বলেছি যদি সুযোগ হয় খারাপ দলের সাথে ম্যাচে বা পরীক্ষা নীরিক্ষার সিরিজে ওকে উপরে খেলানো যেকে পারে।","ইতিবাচক"
"2019/01/11 12:33:44 PM GMT+6","ভবিষ্যৎ সাকিব/ম্যাশ কথা টা কেমন যেন। ভবিষ্যৎ মিরাজ, ই বেষ্ট","ইতিবাচক"
"2019/01/11 12:34:13 PM GMT+6","সেটা আপনার বেক্তিগত বেপার যে কারো মাঝে খুজতে পারেন। সেটা বলছি। বোলিং দিক থেকে মিরাজ সাকিবকেও ছাড়িয়ে যাবে। ব্যাটিং বলা যায় না","ইতিবাচক"
"2019/01/11 12:43:46 PM GMT+6","শনিবার নয়,আগামীকাল ঢাকা-রংপুর ম্যাচ থেকেই দেখা যাবে আল্ট্রা এজ প্রযুক্তি!!!!

","ইতিবাচক"
"2019/01/11 12:44:06 PM GMT+6","বিপিএলে এবারের আসরে প্রথমবারের মত ব্যবহার করা হচ্ছে ডিসিশন রিভিউ সিস্টেম(ডিআরএস)!!!
","ইতিবাচক"
"2019/01/11 12:44:23 PM GMT+6","মাঠে আম্পায়ারের ভুল ডিসিশন যাতে কম হয় সে কারণেই যুক্ত করা হয় এই প্রযুক্তি! 
কিন্তু ডিআরএসকে শতভাগ নির্ভুল করতে ব্যর্থ বিসিবি!!! ","দু:খদায়ক"
"2019/01/11 12:44:35 PM GMT+6","কারণ ডিআরএসকে শতভাগ নির্ভুল করতে কিংবা ব্যাটসম্যানের ব্যাটে বল লেগেছে কিনা সেই আল্ট্রাএজ প্রযুক্তিই ছিল না বিপিএলে!","দু:খদায়ক"
"2019/01/11 12:44:52 PM GMT+6","বিপিএলের ৮টি ম্যাচ আল্ট্রা এজ প্রযুক্তি ছাড়াই সম্পন্ন হয়েছে!
প্রতিটি ম্যাচেই টিভি আম্পায়ার আল্ট্রা এজ ব্যবহার করতে না পেরে সিদ্ধান্ত দিয়েছেন আন্দাজের উপর!","দু:খদায়ক"
"2019/01/11 12:45:20 PM GMT+6","ক্রিকেট বিশ্বে এ নিয়ে সমালোচনাও কম হয়নি!
তবে অবশেষে আগামীকাল থেকে ডিআরএস বিতর্কের অবসান ঘটতে যাচ্ছে!","ইতিবাচক"
"2019/01/11 12:45:37 PM GMT+6","বিসিবি টাকা বাচাঁতে গিয়েও ব্যাপক সমালোচনার মুখে টাকা খরচ করতে বাধ্য হল!
সময়সূচি নিয়ে সমালোচনা হয়েছে এবং সেটাও পরিবর্তন করা হয়েছে!
তবে কমেন্ট্রি বক্সে সিলেট পর্বের আগে পরিবর্তন ঘটার সম্ভাবনা নেই!","দু:খদায়ক"
"2019/01/11 12:49:25 PM GMT+6","নির্বাচনী ইশতেহারে অনেক কিছুই বলা থাকে সব তো আর পুরন হয়না এটাও তারই অংশ।","দু:খদায়ক"
"2019/01/11 12:49:52 PM GMT+6","আল্ট্রা এজের সাথে এক বিমানে চড়ে এলইডি স্টাম্পও আসছে সাথে আছে ড্যানি মরিসন","হাস্যকর"
"2019/01/11 12:50:08 PM GMT+6","যতকিছুই করুক। এবার বিপিএল ফ্লপ যাবে।","দু:খদায়ক"
"2019/01/11 12:52:38 PM GMT+6","অবশেষে বিপিএলের সময়সূচিতে পরিবর্তন!!!!

","ইতিবাচক"
"2019/01/11 12:53:00 PM GMT+6","বিপিএলের যখন সময়সূচি ঘোষণা করা হয় তখন থেকেই ক্রীড়াপ্রেমী দর্শকদের সমালোচনার মুখে পড়ে! 
দুপুর ১২.৩০ মিনিটে দিনের প্রথম ম্যাচ এবং ২য় ম্যাচ সন্ধ্যা ৫.২০ মিনিটে ধার্য করা হয়!
কিন্তু বিপিএলে দর্শকখরা দেখে পরিবর্তন হতে যাচ্ছে সময়সূচি","ইতিবাচক"
"2019/01/11 12:53:24 PM GMT+6","বিপিএলের ঢাকা পর্বের আগামীকালের সময়সূচি ঠিক থাকলেও শুক্রবার বাদে বাকি দিনের ম্যাচগুলোর সূচিতে পরিবর্তন ঘটছে!
এখন থেকে দিনের প্রথম ম্যাচ শুরু হবে দুপুর ১.৩০ মিনিটে এবং দিনের ২য় ম্যাচটি শুরু হবে সন্ধ্যা ৬.৩০ মিনিটে!
বিপিএলের শনিবারের ম্যাচ থেকে এই সময় পরিবর্তন কার্যকর হবে!","ইতিবাচক"
"2019/01/11 12:53:47 PM GMT+6","বিপিএলের সময়সূচি নিয়ে প্রথম থেকেই সমালোচনা চলছিল!
তবে দেরিতে হলেও ব্যাপারটি বুঝতে পেরেছে বিসিবি!
সময় পরিবর্তন করার পাশাপাশি স্পোর্টিং উইকেটও প্রত্যাশা করছেন ক্রীড়াপ্রেমীরা!
আগামীকাল ছুটির দিন থাকায় সব টিকিট বিক্রি হয়ে গেছে ইতিমধ্যেই! 
এখন মাঠে জমজমাট লড়াইয়ের অপেক্ষা!","ইতিবাচক"
"2019/01/11 12:57:39 PM GMT+6","এরচেয়ে যদি শুনতাম ""অবশেষে মিরপুর ভ্যানু সরিয়ে ফেলা হইছে!!"" তাহলে খুবই খুশি হইতাম","হাস্যকর"
"2019/01/11 12:59:25 PM GMT+6","শনিবার থেকে ইউজ করবে বলল জালাল ইউনুস!
তবে কালকে দেখলেও অবাক হওয়ার কিছু থাকবে না","ইতিবাচক"
"2019/01/11 12:59:57 PM GMT+6","দারুণ কালেকশন,এগিয়ে জান বাই, ওপনি পারবেন","হাস্যকর"
"2019/01/11 1:00:20 PM GMT+6","পিচ পরিচর্যার জন্য এই বিরতি!
একই মাঠে খেলা হয় তাই পিচের উপর যাতে বেশি চাপ না পড়ে সেজন্য এই ব্যবস্থা 🙂","ইতিবাচক"
"2019/01/11 1:04:35 PM GMT+6","ঢাকায় এত চাপ পড়লে অন্তত ফতুল্লায় তো ২/৪টা ম্যাচ দেয়া যায়।
চাপও কমবে।","ইতিবাচক"
"2019/01/11 1:04:54 PM GMT+6","আর হোম অফ ক্রিকেটে যে পরিমাণ ম্যাচ হয়,বিসিবির উচিত সেমিফাইনাল-ফাইনাল বাদে অন্য ম্যাচগুলি হোম অফ ক্রিকেটের বাইরে দেয়া।","ইতিবাচক"
